BC:34:00:E0:00:00/28	LLDTechn	LLD Technology Ltd.
C0:9F:05	Guangdon	Guangdong Oppo Mobile Telecommunications Corp.,Ltd
C0:9F:42	Apple	Apple, Inc.
C0:9F:51	SernetSu	Sernet (Suzhou) Technologies Corporation
C0:9F:E1	zte	zte corporation
C0:A0:0D	ARRISGro	ARRIS Group, Inc.
C0:A0:BB	D-LinkIn	D-Link International
C0:A0:C7	Fairfiel	Fairfield Industries
C0:A0:DE	MultiTou	Multi Touch Oy
C0:A0:E2	EdenInno	Eden Innovations
C0:A1:A2	MarqMetr	MarqMetrix
C0:A2:6D	AbbottPo	Abbott Point of Care
C0:A3:64	3DMassac	3D Systems Massachusetts
C0:A3:6E	SkyUk	Sky Uk Limited
C0:A3:9E	EarthCam	EarthCam, Inc.
C0:A5:3E	Apple	Apple, Inc.
C0:A5:DD	Shenzhen	Shenzhen Mercury Communication Technologies Co.,Ltd.
C0:A6:00	Apple	Apple, Inc.
C0:A6:6D	InspurGr	Inspur Group Co., Ltd.
C0:A8:F0	AdamsonE	Adamson Systems Engineering
C0:A9:38	HuaweiTe	Huawei Technologies Co.,Ltd
C0:AA:68	OSASITec	OSASI Technos Inc.
C0:AC:54	Sagemcom	Sagemcom Broadband SAS
C0:AD:97	TecnoMob	Tecno Mobile Limited
C0:AE:FD	Shenzhen	Shenzhen HC-WLAN Technology Co.,Ltd
C0:B1:01	zte	zte corporation
C0:B3:39	Comigo	Comigo Ltd.
C0:B3:57	YoshikiE	Yoshiki Electronics Industry Ltd.
C0:B4:7D	HuaweiDe	Huawei Device Co., Ltd.
C0:B5:CD	HuaweiDe	Huawei Device Co., Ltd.
C0:B5:D7	Chongqin	Chongqing Fugui Electronics Co.,Ltd.
C0:B6:58	Apple	Apple, Inc.
C0:B6:F9	IntelCor	Intel Corporate
C0:B7:13	BeijingX	Beijing Xiaoyuer Technology Co. Ltd.
C0:B8:83	IntelCor	Intel Corporate
C0:B8:B1	BitBox	BitBox Ltd
C0:B8:E6	RuijieNe	Ruijie Networks Co.,LTD
C0:BA:E6	Applicat	Application Solutions (Safety and Security) Ltd
C0:BC:9A	HuaweiTe	Huawei Technologies Co.,Ltd
C0:BD:42	ZPASmart	ZPA Smart Energy a.s.
C0:BD:C8	SamsungE	Samsung Electronics Co.,Ltd
C0:BD:D1	SamsungE	Samsung Electro-Mechanics(Thailand)
C0:BF:A7	JuniperN	Juniper Networks
C0:BF:C0	HuaweiTe	Huawei Technologies Co.,Ltd
C0:C1:70	Shenzhen	Shenzhen SuperElectron Technology Co.,Ltd.
C0:C1:C0	Cisco-Li	Cisco-Linksys, LLC
C0:C3:B6	Automati	Automatic Systems
C0:C5:20	RuckusWi	Ruckus Wireless
C0:C5:22	ARRISGro	ARRIS Group, Inc.
C0:C5:69	Shanghai	Shanghai Lynuc Cnc Technology Co.,Ltd
C0:C6:87	CiscoSPV	Cisco SPVTG
C0:C9:46	MitsuyaL	Mitsuya Laboratories Inc.
C0:C9:76	Shenzhen	Shenzhen TINNO Mobile Technology Corp.
C0:C9:E3	Tp-LinkT	Tp-Link Technologies Co.,Ltd.
C0:CB:38	HonHaiPr	Hon Hai Precision Ind. Co.,Ltd.
C0:CB:F1	Mobiwire	Mobiwire Mobiles (NingBo) Co., LTD
C0:CC:42	SichuanT	Sichuan Tianyi Comheart Telecom Co.,LTD
C0:CC:F8	Apple	Apple, Inc.
C0:CE:CD	Apple	Apple, Inc.
C0:CF:A3	Creative	Creative Electronics & Software, Inc.
C0:D0:12	Apple	Apple, Inc.
C0:D0:26	HuaweiDe	Huawei Device Co., Ltd.
C0:D0:44	Sagemcom	Sagemcom Broadband SAS
C0:D0:63	EMMicroe	EM Microelectronic
C0:D0:FF	ChinaMob	China Mobile IOT Company Limited
C0:D1:93	HuaweiDe	Huawei Device Co., Ltd.
C0:D2:DD	SamsungE	Samsung Electronics Co.,Ltd
C0:D2:F3	HuiZhouG	Hui Zhou Gaoshengda Technology Co.,LTD
C0:D3:91	IEEERegi	IEEE Registration Authority
C0:D3:91:00:00:00/28	FuzhouJi	Fuzhou Jinshi Technology Co.,Ltd.
C0:D3:91:10:00:00/28	B9Creati	B9Creations
C0:D3:91:20:00:00/28	HofonAut	Hofon Automation Co.,Ltd
C0:D3:91:30:00:00/28	Ixon	Ixon B.V.
C0:D3:91:40:00:00/28	VernierS	Vernier Software & Technology
C0:D3:91:50:00:00/28	WiTagg	WiTagg, Inc
C0:D3:91:60:00:00/28	Ernitec
C0:D3:91:70:00:00/28	ALNETz	ALNETz Co.,LTD
C0:D3:91:80:00:00/28	XenaSecu	Xena Security Limited
C0:D3:91:90:00:00/28	xxter	xxter bv
C0:D3:91:A0:00:00/28	AlphaAud	Alpha Audiotronics, Inc.
C0:D3:91:B0:00:00/28	Private
C0:D3:91:C0:00:00/28	Zhinengg	Zhinengguo technology company limited
C0:D3:91:D0:00:00/28	Regulus	Regulus Co.,Ltd.
C0:D3:91:E0:00:00/28	SamsaraN	Samsara Networks Inc
C0:D3:C0	SamsungE	Samsung Electronics Co.,Ltd
C0:D4:6B	HuaweiDe	Huawei Device Co., Ltd.
C0:D6:82	AristaNe	Arista Networks
C0:D7:AA	Arcadyan	Arcadyan Corporation
C0:D8:34	xvtec	xvtec ltd
C0:D9:62	AskeyCom	Askey Computer Corp
C0:D9:F7	ShanDong	ShanDong Domor Intelligent S&T CO.,Ltd
C0:DA:74	Hangzhou	Hangzhou Sunyard Technology Co., Ltd.
C0:DC:6A	QingdaoE	Qingdao Eastsoft Communication Technology Co.,LTD
C0:DC:D7	HuaweiDe	Huawei Device Co., Ltd.
C0:DC:DA	SamsungE	Samsung Electronics Co.,Ltd
C0:DD:8A	Facebook	Facebook Technologies, LLC
C0:DF:77	ConradEl	Conrad Electronic SE
C0:E0:18	HuaweiTe	Huawei Technologies Co.,Ltd
C0:E0:1C	IoTSecur	IoT Security Group, SL
C0:E1:BE	HuaweiTe	Huawei Technologies Co.,Ltd
C0:E3:A0	RenesasE	Renesas Electronics (Penang) Sdn. Bhd.
C0:E3:FB	HuaweiTe	Huawei Technologies Co.,Ltd
C0:E4:22	TexasIns	Texas Instruments
C0:E4:2D	Tp-LinkT	Tp-Link Technologies Co.,Ltd.
C0:E4:34	AzureWav	AzureWave Technology Inc.
C0:E5:4E	ARIESEmb	ARIES Embedded GmbH
C0:E7:BF	SichuanA	Sichuan AI-Link Technology Co., Ltd.
C0:E8:62	Apple	Apple, Inc.
C0:E9:11	Private
C0:EA:E4	Sonicwal	Sonicwall
C0:ED:E5	Guangdon	Guangdong Oppo Mobile Telecommunications Corp.,Ltd
C0:EE:40	LairdCon	Laird Connectivity
C0:EE:B5	EniceNet	Enice Network.
C0:EE:FB	OnePlusT	OnePlus Tech (Shenzhen) Ltd
C0:F1:C4	Pacidal	Pacidal Corporation Ltd.
C0:F2:FB	Apple	Apple, Inc.
C0:F4:E6	HuaweiTe	Huawei Technologies Co.,Ltd
C0:F5:35	AMPAKTec	AMPAK Technology,Inc.
C0:F6:36	Hangzhou	Hangzhou Kuaiyue Technologies, Ltd.
C0:F6:C2	HuaweiTe	Huawei Technologies Co.,Ltd
C0:F6:EC	HuaweiTe	Huawei Technologies Co.,Ltd
C0:F7:9D	Powercod	Powercode
C0:F8:27	Rapidmax	Rapidmax Technology Corporation
C0:F8:7F	Cisco	Cisco Systems, Inc
C0:F8:DA	HonHaiPr	Hon Hai Precision Ind. Co.,Ltd.
C0:F9:45	ToshibaT	Toshiba Toko Meter Systems Co., LTD.
C0:F9:91	GMEStand	GME Standard Communications P/L
C0:F9:B0	HuaweiTe	Huawei Technologies Co.,Ltd
C0:F9:D2	arkonate	arkona technologies GmbH
C0:FB:C1	ItelMobi	Itel Mobile Limited
C0:FB:F9	IEEERegi	IEEE Registration Authority
C0:FB:F9:00:00:00/28	Xerox	Xerox Corporation
C0:FB:F9:10:00:00/28	LIXIL	LIXIL Corporation
C0:FB:F9:20:00:00/28	Dongguan	Dongguan Chuan OptoElectronics Limited
C0:FB:F9:30:00:00/28	Shenzhen	Shenzhen Heqiang Electronics Limited
C0:FB:F9:40:00:00/28	MinatoAd	Minato Advanced Technologies inc
C0:FB:F9:50:00:00/28	Haguenet
C0:FB:F9:60:00:00/28	IVT	IVT corporation
C0:FB:F9:70:00:00/28	LongSung	LongSung Technology (Shanghai) Co.,Ltd.
C0:FB:F9:80:00:00/28	Dongmeng	Dongmengling
C0:FB:F9:90:00:00/28	zxsoluti	zxsolution
C0:FB:F9:A0:00:00/28	TiandiCh	Tiandi(Changzhou) Automation Co., Ltd.
C0:FB:F9:B0:00:00/28	Shenzhen	Shenzhen Comix Hst Cloud Computing Co., Ltd.
C0:FB:F9:C0:00:00/28	Shenzhen	Shenzhen Elsky Technology Co., Ltd
C0:FB:F9:D0:00:00/28	Dropbeat	Dropbeats Technology Co., Ltd.
C0:FB:F9:E0:00:00/28	NavitasD	Navitas Digital Safety Ltd
C0:FD:84	zte	zte corporation
C0:FF:A8	HuaweiTe	Huawei Technologies Co.,Ltd
C0:FF:D4	Netgear
C4:00:06	LipiData	Lipi Data Systems Ltd.
C4:00:49	Kamama
C4:00:AD	Advantec	Advantech Technology (CHINA) Co., Ltd.
C4:01:42	MaxMedia	MaxMedia Technology Limited
C4:01:7C	RuckusWi	Ruckus Wireless
C4:01:B1	SeekTech	SeekTech INC
C4:01:CE	Presitio	Presition (2000) Co., Ltd.
C4:02:E1	Khwahish	Khwahish Technologies Private Limited
C4:03:A8	IntelCor	Intel Corporate
C4:04:15	Netgear
C4:04:7B	Shenzhen	Shenzhen YOUHUA Technology Co., Ltd
C4:05:28	HuaweiTe	Huawei Technologies Co.,Ltd
C4:06:83	HuaweiTe	Huawei Technologies Co.,Ltd
C4:07:2F	HuaweiTe	Huawei Technologies Co.,Ltd
C4:08:4A	Nokia
C4:08:80	Shenzhen	Shenzhen UTEPO Tech Co., Ltd.
C4:09:38	FujianSt	Fujian Star-Net Communication Co.,Ltd
C4:09:B7	JuniperN	Juniper Networks
C4:0A:CB	Cisco	Cisco Systems, Inc
C4:0B:31	Apple	Apple, Inc.
C4:0B:CB	XiaomiCo	Xiaomi Communications Co Ltd
C4:0D:96	HuaweiTe	Huawei Technologies Co.,Ltd
C4:0E:45	ACKNetwo	ACK Networks,Inc.
C4:0F:09	Hermesel	Hermes electronic GmbH
C4:10:8A	RuckusWi	Ruckus Wireless
C4:11:E0	BullGrou	Bull Group Co., Ltd
C4:12:34	Apple	Apple, Inc.
C4:12:EC	HuaweiTe	Huawei Technologies Co.,Ltd
C4:12:F5	D-LinkIn	D-Link International
C4:13:E2	ExtremeN	Extreme Networks, Inc.
C4:14:11	Apple	Apple, Inc.
C4:14:3C	Cisco	Cisco Systems, Inc
C4:16:88	HuaweiDe	Huawei Device Co., Ltd.
C4:16:C8	HuaweiTe	Huawei Technologies Co.,Ltd
C4:16:FA	Prysm	Prysm Inc
C4:17:0E	HuaweiDe	Huawei Device Co., Ltd.
C4:17:FE	HonHaiPr	Hon Hai Precision Ind. Co.,Ltd.
C4:18:E9	SamsungE	Samsung Electronics Co.,Ltd
C4:19:8B	Dominion	Dominion Voting Systems Corporation
C4:19:D1	TelinkSe	Telink Semiconductor (Shanghai) Co., Ltd.
C4:19:EC	Qualisys	Qualisys AB
C4:1C:07	SamsungE	Samsung Electronics Co.,Ltd
C4:1C:9C	JiQiDao
C4:1C:FF	Vizio	Vizio, Inc
C4:1E:CE	HMISourc	HMI Sources Ltd.
C4:21:C8	Kyocera	Kyocera Corporation
C4:23:60	IntelCor	Intel Corporate
C4:23:7A	WhizNets	WhizNets Inc.
C4:23:A2	PTEmsoni	PT. Emsonic Indonesia
C4:24:2E	Galvanic	Galvanic Applied Sciences Inc
C4:24:56	PaloAlto	Palo Alto Networks
C4:26:28	AiroWire	Airo Wireless
C4:27:28	zte	zte corporation
C4:27:8C	HuaweiDe	Huawei Device Co., Ltd.
C4:27:95	Technico	Technicolor CH USA Inc.
C4:28:2D	Embedded	Embedded Intellect Pty Ltd
C4:29:1D	KlemsanE	Klemsan Elektrik Elektronik San.Ve Tic.As.
C4:29:96	Signify	Signify B.V.
C4:2A:D0	Apple	Apple, Inc.
C4:2B:44	HuaweiDe	Huawei Device Co., Ltd.
C4:2C:03	Apple	Apple, Inc.
C4:2C:4F	QingdaoH	Qingdao Hisense Mobile Communication Technology Co,Ltd
C4:2F:90	Hangzhou	Hangzhou Hikvision Digital Technology Co.,Ltd.
C4:30:18	MCSLogic	MCS Logic Inc.
C4:30:CA	SDBiosen	SD Biosensor
C4:32:D1	FarlinkT	Farlink Technology Limited
C4:33:06	ChinaMob	China Mobile Group Device Co.,Ltd.
C4:34:5B	HuaweiTe	Huawei Technologies Co.,Ltd
C4:34:6B	HewlettP	Hewlett Packard
C4:36:55	Shenzhen	Shenzhen Fenglian Technology Co., Ltd.
C4:36:6C	LGInnote	LG Innotek
C4:36:C0	Buffalo	Buffalo.Inc
C4:36:DA	Rustelet	Rusteletech Ltd.
C4:37:72	Virtuozz	Virtuozzo International GmbH
C4:38:75	Sonos	Sonos, Inc.
C4:38:D3	Tagatec	Tagatec Co.,Ltd
C4:39:3A	SMCNetwo	SMC Networks Inc
C4:39:60	GDMideaA	GD Midea Air-Conditioning Equipment Co.,Ltd.
C4:3A:35	Fn-LinkT	Fn-Link Technology Limited
C4:3A:9F	Siconix	Siconix Inc.
C4:3A:BE	Sony	Sony Corporation
C4:3C:3C	Cybelec	Cybelec Sa
C4:3C:B0	Shenzhen	Shenzhen Bilian Electronic Co.，Ltd
C4:3C:EA	Buffalo	Buffalo.Inc
C4:3D:1A	IntelCor	Intel Corporate
C4:3D:C7	Netgear
C4:40:44	RackTop	RackTop Systems Inc.
C4:40:F6	Guangdon	Guangdong Oppo Mobile Telecommunications Corp.,Ltd
C4:41:1E	BelkinIn	Belkin International Inc.
C4:41:37	QuectelW	Quectel Wireless Solutions Co., Ltd.
C4:42:02	SamsungE	Samsung Electronics Co.,Ltd
C4:42:68	Crestron	Crestron Electronics, Inc.
C4:43:8F	LGElectr	LG Electronics (Mobile Communications)
C4:44:7D	HuaweiTe	Huawei Technologies Co.,Ltd
C4:44:A0	Cisco	Cisco Systems, Inc
C4:45:67	SAMBONPR	SAMBON PRECISON and ELECTRONICS
C4:45:EC	Shanghai	Shanghai Yali Electron Co.,LTD
C4:46:19	HonHaiPr	Hon Hai Precision Ind. Co.,Ltd.
C4:47:3F	HuaweiTe	Huawei Technologies Co.,Ltd
C4:48:38	SatcomDi	Satcom Direct, Inc.
C4:48:FA	TaicangT	Taicang T&W Electronics
C4:49:BB	MitsumiE	Mitsumi Electric Co.,Ltd.
C4:4A:D0	Fireflie	Fireflies Systems
C4:4B:44	Omniprin	Omniprint Inc.
C4:4B:D1	WallysCo	Wallys Communications Teachnologies Co.,Ltd.
C4:4D:84	Cisco	Cisco Systems, Inc
C4:4E:1F	BlueN
C4:4E:AC	Shenzhen	Shenzhen Shiningworth Technology Co., Ltd.
C4:4F:33	Espressi	Espressif Inc.
C4:4F:96	AlpsAlpi	Alps Alpine
C4:50:06	SamsungE	Samsung Electronics Co.,Ltd
C4:51:8D	Shenzhen	Shenzhen YOUHUA Technology Co., Ltd
C4:54:44	QuantaCo	Quanta Computer Inc.
C4:55:A6	CadacHol	Cadac Holdings Ltd
C4:55:C2	Bach-Sim	Bach-Simpson
C4:56:00	GalleonE	Galleon Embedded Computing
C4:56:FE	LavaInte	Lava International Ltd.
C4:57:1F	JuneLife	June Life Inc
C4:57:6E	SamsungE	Samsung Electronics Co.,Ltd
C4:58:C2	Shenzhen	Shenzhen TATFOOK Technology Co., Ltd.
C4:59:76	FugooCoo	Fugoo Coorporation
C4:5A:86	HuaweiDe	Huawei Device Co., Ltd.
C4:5B:BE	Espressi	Espressif Inc.
C4:5B:F7	ants
C4:5D:83	SamsungE	Samsung Electronics Co.,Ltd
C4:5D:D8	HDMIForu	HDMI Forum
C4:5E:5C	HuaweiTe	Huawei Technologies Co.,Ltd
C4:60:44	EverexEl	Everex Electronics Limited
C4:61:8B	Apple	Apple, Inc.
C4:62:6B	ZPTVigan	ZPT Vigantice
C4:62:EA	SamsungE	Samsung Electronics Co.,Ltd
C4:63:54	U-Raku	U-Raku, Inc.
C4:63:FB	Neatfram	Neatframe AS
C4:64:13	Cisco	Cisco Systems, Inc
C4:64:B7	Fiberhom	Fiberhome Telecommunication Technologies Co.,LTD
C4:64:E3	TexasIns	Texas Instruments
C4:65:16	HewlettP	Hewlett Packard
C4:66:99	vivoMobi	vivo Mobile Communication Co., Ltd.
C4:67:B5	Libraton	Libratone A/S
C4:67:D1	HuaweiTe	Huawei Technologies Co.,Ltd
C4:68:D0	VTechTel	VTech Telecommunications Ltd.
C4:69:3E	Turbulen	Turbulence Design Inc.
C4:69:F0	HuaweiTe	Huawei Technologies Co.,Ltd
C4:6A:B7	XiaomiCo	Xiaomi Communications Co Ltd
C4:6B:B4	myIDkey
C4:6D:F1	DataGrav	DataGravity
C4:6E:1F	Tp-LinkT	Tp-Link Technologies Co.,Ltd.
C4:6E:33	ZhongGeS	Zhong Ge Smart Technology Co., Ltd.
C4:6E:7B	Shenzhen	Shenzhen Rf-Link Technology Co.,Ltd.
C4:70:0B	Guangzho	Guangzhou Chip Technologies Co.,Ltd
C4:70:AB	RuijieNe	Ruijie Networks Co.,LTD
C4:71:30	FonTechn	Fon Technology S.L.
C4:71:54	Tp-LinkT	Tp-Link Technologies Co.,Ltd.
C4:71:FE	Cisco	Cisco Systems, Inc
C4:72:95	Cisco	Cisco Systems, Inc
C4:73:1E	SamsungE	Samsung Electronics Co.,Ltd
C4:74:1E	zte	zte corporation
C4:74:69	Bt9
C4:74:F8	HotPeppe	Hot Pepper, Inc.
C4:75:AB	IntelCor	Intel Corporate
C4:77:AB	BeijingA	Beijing ASU Tech Co.,Ltd
C4:77:AF	Advanced	Advanced Digital Broadcast SA
C4:78:A2	HuaweiDe	Huawei Device Co., Ltd.
C4:7B:2F	BeijingJ	Beijing JoinHope Image Technology Ltd.
C4:7B:A3	NAVIS	NAVIS Inc.
C4:7C:8D	IEEERegi	IEEE Registration Authority
C4:7C:8D:00:00:00/28	Ati
C4:7C:8D:10:00:00/28	LynxInno	Lynx Innovation Litimed
C4:7C:8D:20:00:00/28	Star2Sta	Star2Star Communications, LLC
C4:7C:8D:30:00:00/28	Watec	Watec Co., Ltd.
C4:7C:8D:40:00:00/28	Robostar
C4:7C:8D:50:00:00/28	PASCAL	PASCAL Co., Ltd.
C4:7C:8D:60:00:00/28	HHCCPlan	HHCC Plant Technology Co.,Ltd.
C4:7C:8D:70:00:00/28	Awiselin	Awiselink Co., Ltd.
C4:7C:8D:80:00:00/28	GETEMEDM	GETEMED Medizin- und Informationstechnik AG
C4:7C:8D:90:00:00/28	AirbusDS	Airbus DS - SLC
C4:7C:8D:A0:00:00/28	Silvuste	Silvus technologies inc
C4:7C:8D:B0:00:00/28	GcAutoma	Gc Automation Co,Ltd
C4:7C:8D:C0:00:00/28	INOTECSi	INOTEC Sicherheitstechnik GmbH
C4:7C:8D:D0:00:00/28	AnhuiGua	Anhui GuangXing Linked-Video Communication Technology Co, Ltd.
C4:7C:8D:E0:00:00/28	LaborStr	Labor Strauss Sicherungsanlagenbau GmbH
C4:7D:46	Fujitsu	Fujitsu Limited
C4:7D:4F	Cisco	Cisco Systems, Inc
C4:7D:9F	SamsungE	Samsung Electronics Co.,Ltd
C4:7D:CC	ZebraTec	Zebra Technologies Inc
C4:7D:FE	ANSoluti	A.N. Solutions GmbH
C4:7F:51	Inventek	Inventek Systems
C4:80:25	HuaweiDe	Huawei Device Co., Ltd.
C4:80:8A	CloudDia	Cloud Diagnostics Canada ULC
C4:82:3F	FujianNe	Fujian Newland Auto-ID Tech. Co,.Ltd.
C4:82:4E	Changzho	Changzhou Uchip Electronics Co., LTD.
C4:83:6F	Ciena	Ciena Corporation
C4:84:66	Apple	Apple, Inc.
C4:85:08	IntelCor	Intel Corporate
C4:86:E9	HuaweiTe	Huawei Technologies Co.,Ltd
C4:88:E5	SamsungE	Samsung Electronics Co.,Ltd
C4:89:ED	SolidOpt	Solid Optics EU N.V.
C4:8A:5A	Jfcontro	Jfcontrol
C4:8B:A3	CiscoMer	Cisco Meraki
C4:8E:8F	HonHaiPr	Hon Hai Precision Ind. Co.,Ltd.
C4:8F:07	Shenzhen	Shenzhen Yihao Hulian Science and Technology Co., Ltd.
C4:8F:C1	Deeptrac	Deeptrack S.L.U.
C4:91:0C	Apple	Apple, Inc.
C4:91:3A	Shenzhen	Shenzhen Sanland Electronic Co., ltd.
C4:91:CF	Luxul
C4:92:4C	Keisokuk	Keisokuki Center Co.,Ltd.
C4:93:00	8Devices
C4:93:13	100fione	100fio networks technology llc
C4:93:80	Speedyte	Speedytel technology
C4:93:D9	SamsungE	Samsung Electronics Co.,Ltd
C4:95:00	AmazonTe	Amazon Technologies Inc.
C4:95:4D	IEEERegi	IEEE Registration Authority
C4:95:4D:00:00:00/28	BAIntern	BA International Electronics Co. Ltd.
C4:95:4D:10:00:00/28	Teletron	Teletronik AG
C4:95:4D:20:00:00/28	ShenZhen	Shen Zhen Euse Technology Co.,Ltd
C4:95:4D:30:00:00/28	Sercomm	Sercomm Corporation.
C4:95:4D:40:00:00/28	GLSoluti	GL Solutions Inc.
C4:95:4D:50:00:00/28	MarbleAu	Marble Automation
C4:95:4D:60:00:00/28	AKKAGerm	AKKA Germany GmbH
C4:95:4D:70:00:00/28	TechnoEn	LLC "TechnoEnergo"
C4:95:4D:80:00:00/28	Xinjiang	Xinjiang Golden Calf Energy IOT Technology Co., Ltd
C4:95:4D:90:00:00/28	Shenzhen	Shenzhen Xtooltech Co., Ltd
C4:95:4D:A0:00:00/28	KATMekat	KAT Mekatronik Urunleri AS
C4:95:4D:B0:00:00/28	Multicom	Multicom, Inc
C4:95:4D:C0:00:00/28	SolidGea	SolidGear Corporation
C4:95:4D:D0:00:00/28	NewlandE	Newland Era Edu Hi-Tech(BeiJing)Co.,Ltd
C4:95:4D:E0:00:00/28	CanareEl	Canare Electric Co., Ltd.
C4:95:A2	Shenzhen	Shenzhen Weijiu Industry And Trade Development Co., Ltd
C4:98:05	MinieumN	Minieum Networks, Inc
C4:98:5C	HuiZhouG	Hui Zhou Gaoshengda Technology Co.,LTD
C4:98:78	Shanghai	Shanghai Moaan Intelligent Technology Co.,Ltd
C4:98:80	Apple	Apple, Inc.
C4:98:86	QorvoInt	Qorvo International Pte. Ltd.
C4:9A:02	LGElectr	LG Electronics (Mobile Communications)
C4:9D:ED	Microsof	Microsoft Corporation
C4:9E:41	G24Power	G24 Power Limited
C4:9F:4C	HuaweiTe	Huawei Technologies Co.,Ltd
C4:9F:F3	MciaoTec	Mciao Technologies, Inc.
C4:A1:0E	IEEERegi	IEEE Registration Authority
C4:A1:0E:00:00:00/28	HyosungH	Hyosung Heavy Industries
C4:A1:0E:10:00:00/28	BartecPi	Bartec Pixavi As
C4:A1:0E:20:00:00/28	WistronI	Wistron InfoComn (Kunshan) Co., Ltd.
C4:A1:0E:30:00:00/28	Consolin	Consolinno Energy GmbH
C4:A1:0E:40:00:00/28	HarbourC	Harbour Cross Technology Ltd
C4:A1:0E:50:00:00/28	O-NETInd	O-NET Industrial Technologies (Shenzhen) Limited
C4:A1:0E:60:00:00/28	HainanWo	Hainan World Electronic Science and Techology Co.,Ltd
C4:A1:0E:70:00:00/28	Guangzho	Guangzhou South Satellite Navigation Instrument Co., Ltd.
C4:A1:0E:80:00:00/28	AylaNetw	Ayla Networks (Shenzhen) Co., Ltd.
C4:A1:0E:90:00:00/28	XiAnYepT	Xi'An Yep Telecom Technology Co.,Ltd
C4:A1:0E:A0:00:00/28	JiangsuP	Jiangsu Perceive World Technology Co.,Ltd.
C4:A1:0E:B0:00:00/28	ClintonE	Clinton Electronics Corporation
C4:A1:0E:C0:00:00/28	Focus-on
C4:A1:0E:D0:00:00/28	Connectl	Connectlab SRL
C4:A1:0E:E0:00:00/28	Alio	Alio, Inc
C4:A1:51	SichuanT	Sichuan Tianyi Comheart Telecom Co.,LTD
C4:A3:66	zte	zte corporation
C4:A4:02	HuaweiTe	Huawei Technologies Co.,Ltd
C4:A7:2B	Shenzhen	Shenzhen Chuangwei-Rgb Electronics Co.,Ltd
C4:A8:1D	D-LinkIn	D-Link International
C4:AA:A1	SUMMITDE	SUMMIT DEVELOPMENT, spol.s r.o.
C4:AB:B2	vivoMobi	vivo Mobile Communication Co., Ltd.
C4:AC:59	MurataMa	Murata Manufacturing Co., Ltd.
C4:AD:21	MEDIAEDG	MEDIAEDGE Corporation
C4:AD:34	Routerbo	Routerboard.com
C4:AD:F1	GOPEACE	GOPEACE Inc.
C4:AE:12	SamsungE	Samsung Electronics Co.,Ltd
C4:B2:39	Cisco	Cisco Systems, Inc
C4:B3:01	Apple	Apple, Inc.
C4:B3:6A	Cisco	Cisco Systems, Inc
C4:B5:12	GeneralE	General Electric Digital Energy
C4:B8:B4	HuaweiTe	Huawei Technologies Co.,Ltd
C4:B9:CD	Cisco	Cisco Systems, Inc
C4:BA:99	I+MEActi	I+ME Actia Informatik und Mikro-Elektronik GmbH
C4:BA:A3	BeijingW	Beijing Winicssec Technologies Co., Ltd.
C4:BB:4C	ZebraInf	Zebra Information Tech Co. Ltd
C4:BB:EA	PakedgeD	Pakedge Device and Software Inc
C4:BC:D7	NewRyate	New Ryatek
C4:BD:6A	SKF	SKF GmbH
C4:BD:E5	IntelCor	Intel Corporate
C4:BE:84	TexasIns	Texas Instruments
C4:BE:D4	Avaya	Avaya Inc
C4:BF:60	TecnoMob	Tecno Mobile Limited
C4:C0:63	NewH3CTe	New H3C Technologies Co., Ltd
C4:C0:AE	MidoriEl	Midori Electronic Co., Ltd.
C4:C1:38	OWLinkTe	OWLink Technology Inc
C4:C1:9F	National	National Oilwell Varco Instrumentation, Monitoring, and Optimization (NOV IMO)
C4:C3:6B	Apple	Apple, Inc.
C4:C5:63	TecnoMob	Tecno Mobile Limited
C4:C6:03	Cisco	Cisco Systems, Inc
C4:C7:55	BeijingH	Beijing HuaqinWorld Technology Co.,Ltd
C4:C9:19	EnergyIm	Energy Imports Ltd
C4:C9:EC	GugaooHK	Gugaoo HK Limited
C4:CA:2B	AristaNe	Arista Networks
C4:CA:D9	Hangzhou	Hangzhou H3C Technologies Co., Limited
C4:CB:54	FibocomA	Fibocom Auto Inc.
C4:CB:6B	AiristaF	Airista Flow, Inc.
C4:CD:45	BeijingB	Beijing Boomsense Technology CO.,LTD.
C4:CD:82	Hangzhou	Hangzhou Lowan Information Technology Co., Ltd.
C4:D0:E3	IntelCor	Intel Corporate
C4:D1:97	VentiaUt	Ventia Utility Services
C4:D4:38	HuaweiTe	Huawei Technologies Co.,Ltd
C4:D4:89	JiangSuJ	JiangSu Joyque Information Industry Co.,Ltd
C4:D6:55	Tercelte	Tercel technology co.,ltd
C4:D7:38	HuaweiDe	Huawei Device Co., Ltd.
C4:D7:FD	Bouffalo	Bouffalo Lab (Nanjing) Co., Ltd.
C4:D8:F3	iZotope
C4:D9:87	IntelCor	Intel Corporate
C4:DA:26	Noblex	Noblex Sa
C4:DA:7D	IviumTec	Ivium Technologies B.V.
C4:DD:57	Espressi	Espressif Inc.
C4:DE:7B	HuaweiDe	Huawei Device Co., Ltd.
C4:DE:E2	Espressi	Espressif Inc.
C4:DF:39	RealmeCh	Realme Chongqing Mobile Telecommunications Corp.,Ltd.
C4:E0:32	IEEE1904	IEEE 1904.1 Working Group
C4:E0:DE	Zhengzho	Zhengzhou XindaJiean Information Technology Co.,Ltd.
C4:E1:7C	U2S	U2S co.
C4:E1:A1	Guangdon	Guangdong Oppo Mobile Telecommunications Corp.,Ltd
